ticketKey,ticketSummary,ticketAssignee,ticketCreated,ticketResolutionDate,ticketLabels,isDirect,commitSha,commitRepo,commitDate,commitAuthorName,commitSubject,codeSimilarity,rankByCodeSimilarity,msAuthorScore,msDateScore,msKeywordScore,msComposite,priorTier,finalScore,inPriorCandidates
CX-3350,Change the password reset email text from 24hours to one hour as the current expiry is set to one hour in cognito,Vysakh R J,2026-05-18T11:42:23.905+0530,2026-05-19T13:01:12.285+0530,,,0e267b21e47cf101b1879030e69aeaaff23cc687,Connexus-inc/connexus-web-api,2026-04-30T16:05:46+05:30,basimneoito,Merge pull request #1927 from Connexus-inc/fix-contract-expired-email-template-changes,0.372,6,0.0,0.0,0.0,0.0,,0.186,
CX-3350,Change the password reset email text from 24hours to one hour as the current expiry is set to one hour in cognito,Vysakh R J,2026-05-18T11:42:23.905+0530,2026-05-19T13:01:12.285+0530,,,e42e5f32c32cf2c3511ebea7f202a2f8b9904b44,Connexus-inc/connexus-web-api,2026-02-25T12:25:15+05:30,Raoof,fix: extend JWT challenge token expiration from 30 seconds to 2 minutes,0.3716,7,0.0,0.0,0.0,0.0,,0.1858,
CX-3350,Change the password reset email text from 24hours to one hour as the current expiry is set to one hour in cognito,Vysakh R J,2026-05-18T11:42:23.905+0530,2026-05-19T13:01:12.285+0530,,,ed1ebb75328186b29a7002829e1084108c26fb42,Connexus-inc/connexus-web-api,2026-02-17T14:29:39+05:30,Raoof,feat: add new email templates for basic and auto-renew contract expiration notifications and update template configuration,0.3591,8,0.0,0.0,0.0,0.0,,0.1796,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,c2b2d1e10d97b47dc2862f93304fa219e44ce550,Connexus-inc/connexus-web-client,2026-05-11T13:53:43+05:30,Varun Wilson,fix: api udpated for get sow to post,0.4775,3,1.0,1.0,0.6,0.87,strong,0.6738,TRUE
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,a5774954b4d33e6187b161873023515213254e71,Connexus-inc/connexus-web-api,2026-01-29T11:47:57+05:30,Raoof,feat: add endpoint and service method for retrieving vendor stats by property in RFP,0.525,1,0.0,0.0,0.0,0.0,,0.2625,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,16536c2a0b928cf39a9db27adab427d88d78f0e6,Connexus-inc/connexus-web-api,2026-01-09T18:56:27+05:30,Vysakh R J,feat: added rfpid for success responses,0.4973,2,0.0,0.0,0.0,0.0,,0.2486,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,ed0e3bfd2e1f6a5eb21a14398dc7f4e81d026c2c,Connexus-inc/connexus-web-api,2026-02-25T16:30:15+05:30,vishnulink,Update sow-rfq.yml,0.4623,4,0.0,0.0,0.0,0.0,,0.2311,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,dc5fdac0bad9fd87c35394bd6d2de65d8743c4af,Connexus-inc/connexus-web-client,2026-03-12T15:14:30+05:30,rakhesh.j,feat(esign): awarded rfp table filter and sor chagnes for contract sign status,0.462,5,0.0,0.0,0.0,0.0,,0.231,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,71572dcae322b39125fc1920c616e0b9ebd430d6,Connexus-inc/connexus-web-api,2026-04-22T09:09:13+05:30,ajaydev,feat: send rfq to unsend active users,0.4427,6,0.0,0.0,0.0,0.0,,0.2213,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,c479e99af7eb532de518370064be54bd59df1bf8,Connexus-inc/connexus-web-api,2026-04-08T13:05:43+05:30,vishnulink,Update sow-rfq.yml,0.4422,7,0.0,0.0,0.0,0.0,,0.2211,
CX-3351,Add health check endpoints to sow-rfq and esign api,Varun Wilson,2026-05-18T12:02:50.005+0530,2026-05-21T10:40:21.045+0530,,,c59b54d9c52cfcf7addbb75b148ce30e962bc1eb,Connexus-inc/connexus-web-api,2026-04-08T12:21:12+05:30,vishnulink,Update sow-rfq.yml,0.4422,8,0.0,0.0,0.0,0.0,,0.2211,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,45323df1c0a3fe532c03e03018fa389adebc8450,Connexus-inc/connexus-web-api,2026-04-16T13:09:03+05:30,basimneoito,Merge pull request #1861 from Connexus-inc/workflow-var-updates-prod,0.6396,1,0.0,0.0,0.0,0.0,,0.3198,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,3d95da8ca861f13614bc37662cc7d08ae68bafcf,Connexus-inc/connexus-web-api,2026-03-24T17:45:42+05:30,Raoof,feat(e-sign): rewrite signing reminder for recurring 2-day UTC logic,0.634,2,0.0,0.0,0.0,0.0,,0.317,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,3209ebd4f89e6d6fbfe8de6a2cfb296c100ffaaa,Connexus-inc/connexus-web-api,2026-03-31T18:11:20+05:30,Raoof,chore: reminder script updates,0.6324,3,0.0,0.0,0.0,0.0,,0.3162,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,25f90a3066885c86d2126727e5cd8bf4fd188122,Connexus-inc/connexus-web-api,2026-04-09T15:49:37+05:30,Raoof,refactor(signing-reminder): update reminder logic to include VIEWED status and increase concurrency,0.5838,4,0.0,0.0,0.0,0.0,,0.2919,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,3f7e655b6f2ab873c36fe0cfbd272ad1c24f5eb9,Connexus-inc/connexus-web-api,2026-03-26T16:23:49+05:30,Raoof,feat(signing-reminders): add signing reminder job script and enhance logging,0.5756,5,0.0,0.0,0.0,0.0,,0.2878,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,9d03b0109aaa2dbd6091f4c74150d5a73792f94a,Connexus-inc/connexus-web-api,2026-03-24T16:29:26+05:30,Raoof,docs(e-sign): add recurring signing reminder design spec,0.5699,6,0.0,0.0,0.0,0.0,,0.285,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,f0a227d688612242485604587c0d42e3b2732eb5,Connexus-inc/connexus-web-api,2026-03-31T16:49:10+05:30,basimneoito,Merge pull request #1791 from Connexus-inc/cx-esign,0.5654,7,0.0,0.0,0.0,0.0,,0.2827,
CX-3352,Automated email reminders are not being sent for pending E-Sign documents,Srilakshmi Sivan,2026-05-18T19:29:09.551+0530,2026-06-16T10:54:03.860+0530,TrelloTickets,TRUE,d94c0f8921fd20e7fbb85d9f599b6adc8bbb9f75,Connexus-inc/connexus-web-api,2026-04-07T19:07:40+05:30,Raoof,fix(signing-reminder): update query to include only SENT and PARTIALLY_SIGNED records for pending signer reminders,0.5369,8,0.0,0.0,0.0,0.0,,0.2684,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,f1274a2a9d97d581cd05427455fbff8091468b5f,Connexus-inc/connexus-web-api,2026-06-02T10:06:46+05:30,basimneoito,Merge pull request #2034 from Connexus-inc/feat/vendor-connection-updates,0.6185,1,0.0,0.0,0.0,0.0,,0.3093,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,61780ce9df87602c1d736b26892344d62893d945,Connexus-inc/connexus-web-api,2026-06-03T17:37:43+05:30,basimneoito,Merge pull request #2046 from Connexus-inc/fix/vendor-business-verified,0.6122,2,0.0,0.0,0.0,0.0,,0.3061,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,2d082c8adc57d22d6e22273286e15ae31c3d6051,Connexus-inc/connexus-web-client,2026-05-21T10:59:46+05:30,varunw92,Merge pull request #2078 from Connexus-inc/feat/vendor-compliance-base-admin,0.6106,3,0.0,0.0,0.0,0.0,,0.3053,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,3677acd1bfb76f55bb0e31a7a0481f5864943531,Connexus-inc/connexus-web-api,2026-06-02T15:47:44+05:30,Varun Wilson,feat: add conflict exception for incomplete vendor onboarding in ClientVendorsService,0.6082,4,0.0,0.0,0.0,0.0,,0.3041,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,d01b7bcd1d8d389d7dc6ed546f700061e6f01e0c,Connexus-inc/connexus-web-client,2026-06-02T12:21:13+05:30,varunw92,Merge pull request #2128 from Connexus-inc/feat/client-vendor-admin-edit,0.6052,5,0.0,0.0,0.0,0.0,,0.3026,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,ccfb291b41f05c50a5d543d7681ae2ef3eb986c8,Connexus-inc/connexus-web-client,2026-05-27T13:23:23+05:30,varunw92,Merge pull request #2098 from Connexus-inc/feat/vendor-confirm-page,0.603,6,0.0,0.0,0.0,0.0,,0.3015,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,735260381e4038431df4bfac44c2d9a9b65171cf,Connexus-inc/connexus-web-api,2026-05-06T16:08:35+05:30,basimneoito,Merge pull request #1946 from Connexus-inc/fix/cx-3285-vendor-onbrd-updates,0.5894,7,0.0,0.0,0.0,0.0,,0.2947,
CX-3353,Vendor Required License & Verified Status Inline Edit via Connexus user ,Varun Wilson,2026-05-18T19:44:24.535+0530,2026-07-01T13:49:33.441+0530,,,d0ff603112d98521900981e1afe6bf4b911fe256,Connexus-inc/connexus-web-client,2026-06-19T14:28:32+05:30,varunw92,Merge pull request #2180 from Connexus-inc/fix/update-business-verified,0.5843,8,0.0,0.0,0.0,0.0,,0.2921,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,ee7d81f6c4388f435a377df38f11b5d82801a757,Connexus-inc/connexus-web-client,2026-02-27T14:08:33+05:30,Vysakh R J,Merge branch 'stage' into test,0.3828,1,0.0,0.0,0.0,0.0,,0.1914,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,862a37eaec08cbc6ca31a139fc55d5bd4eb6dfc8,Connexus-inc/connexus-web-client,2026-06-01T17:42:21+05:30,Varun Wilson,fix: skills updates,0.3426,2,0.0,0.0,0.0,0.0,,0.1713,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,34dfc7fe694fe8a8a96cf16460332261c2c303dd,Connexus-inc/connexus-web-api,2026-06-10T14:01:02+05:30,Vysakh R J,docs(cleanup): add implementation plan for orphan client-vendor connection cleanup,0.3345,3,0.0,0.0,0.0,0.0,,0.1673,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,2afa32f2e9388720ae250a48a0cd85e6a37efe2e,Connexus-inc/connexus-web-api,2026-05-01T00:06:02+05:30,Raoof,chore: update OTLP endpoint configuration across multiple workflows to use test environment variable,0.3319,4,0.0,0.0,0.0,0.0,,0.1659,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,f18abafad562e66103710aacd8c7eaa6b266ceed,Connexus-inc/connexus-web-api,2026-05-01T00:07:14+05:30,raoofneo,Merge pull request #1935 from Connexus-inc/observablity-and-logs,0.3293,5,0.0,0.0,0.0,0.0,,0.1647,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,8557c81f9b44a3d0bebdbe091c941a92a24c6356,Connexus-inc/connexus-web-api,2026-06-01T14:24:23+05:30,vishnulink,Merge branch 'test' into dev,0.313,6,0.0,0.0,0.0,0.0,,0.1565,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,b3de869c51fd2c11d1ee1728b2a7c21392f68ce8,Connexus-inc/connexus-web-api,2026-03-16T17:50:36+05:30,Vysakh R J,Merge branch 'test' into dev,0.313,7,0.0,0.0,0.0,0.0,,0.1565,
CX-3375,Remove OTEL matrices collection for dev test and stage,Vysakh R J,2026-05-21T12:09:46.450+0530,2026-06-16T10:44:23.350+0530,,,7c178c2b0a57b33b317b95602abbb1960fea44d1,Connexus-inc/connexus-web-api,2026-05-04T13:58:14+05:30,AJAY DEV,Merge branch 'prod' into stage,0.3065,8,0.0,0.0,0.0,0.0,,0.1532,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,f6b63ee11b922d79041595533d4d4f59fa0af692,Connexus-inc/connexus-web-api,2026-01-16T17:01:21+05:30,Raoof,chore: update NODE_ENV from 'stage' to 'staging' in the notifications workflow,0.5307,1,0.0,0.0,0.0,0.0,,0.2654,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,7c178c2b0a57b33b317b95602abbb1960fea44d1,Connexus-inc/connexus-web-api,2026-05-04T13:58:14+05:30,AJAY DEV,Merge branch 'prod' into stage,0.5152,2,0.0,0.0,0.0,0.0,,0.2576,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,f822c5849871f2f2e536451253f2448d56b69421,Connexus-inc/connexus-web-client,2026-04-11T12:01:11+05:30,Vysakh R J,fix: generic window origin,0.4586,3,0.0,0.0,0.0,0.0,,0.2293,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,ee7d81f6c4388f435a377df38f11b5d82801a757,Connexus-inc/connexus-web-client,2026-02-27T14:08:33+05:30,Vysakh R J,Merge branch 'stage' into test,0.4469,4,0.0,0.0,0.0,0.0,,0.2234,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,c79240473d5c9123bda986ac4f9bdc200cd2399c,Connexus-inc/connexus-web-client,2026-02-27T10:59:55+05:30,Vysakh R J,fix: google login,0.4459,5,0.0,0.0,0.0,0.0,,0.2229,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,5b8de579ef4cdfcfb179b4a0471089aaf1650aa6,Connexus-inc/connexus-web-client,2026-03-18T15:35:33+05:30,varunw92,Merge pull request #1856 from Connexus-inc/fix/e-sign-rewamp-cx-3013,0.4404,6,0.0,0.0,0.0,0.0,,0.2202,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,ccaaeb844766cd14a5d3ae1fae8e98d0420cd4f6,Connexus-inc/connexus-web-api,2026-01-16T15:09:31+05:30,Raoof,ci: update `NODE_ENV` from `development` to `stage` in the notifications workflow,0.4393,7,0.0,0.0,0.0,0.0,,0.2196,
CX-3376,New Staging Infra dev side additional work,Vysakh R J,2026-05-22T09:38:11.318+0530,2026-06-30T10:37:46.924+0530,,,aa06218cd6ba11bd6964aef96b72b472e3662ce5,Connexus-inc/connexus-web-api,2026-02-25T14:00:36+05:30,vishnulink,Merge branch 'prod' into stage,0.4311,8,0.0,0.0,0.0,0.0,,0.2156,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,2704955ab5c9d5198e0a97326ffc05147859b118,Connexus-inc/connexus-web-api,2026-06-03T20:24:09+05:30,basimneoito,Merge pull request #2057 from Connexus-inc/ajay/fix/rfp-list-sort,0.4799,1,0.0,0.0,0.0,0.0,,0.2399,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,cbb13124029cd2093acf5e8631e3d88c855594fc,Connexus-inc/connexus-web-client,2026-02-04T21:17:19+05:30,basimneoito,Merge pull request #1633 from Connexus-inc/feat/ppt_insurance_mock_ui_update,0.44,2,0.0,0.0,0.0,0.0,,0.22,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,2975083090f36f5a86c42f589da1f0610dee5467,Connexus-inc/connexus-web-client,2026-06-23T14:19:34+05:30,varunw92,Merge pull request #2188 from Connexus-inc/feat/bid-submission-changes,0.4398,3,0.0,0.0,0.0,0.0,,0.2199,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,d2198e3ccd3df3be2c986d70d4595c4c292d480e,Connexus-inc/connexus-web-client,2026-06-03T17:27:18+05:30,varunw92,Merge pull request #2136 from Connexus-inc/feat/vendor-confirm-page,0.4354,4,0.0,0.0,0.0,0.0,,0.2177,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,0a26c2dade1fb60b736e9f082fbe02d88c2590fa,Connexus-inc/connexus-web-client,2026-02-03T13:24:07+05:30,rakhesh.j,fix(rfp): ui issue fix in accordion of rfp details,0.4337,5,0.0,0.0,0.0,0.0,,0.2168,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,0ca8be7389fddf6e6f856036839b2b8a0390eb2c,Connexus-inc/connexus-web-client,2026-04-29T12:51:23+05:30,varunw92,Merge pull request #2026 from Connexus-inc/feat/resend-rfp,0.4296,6,0.0,0.0,0.0,0.0,,0.2148,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,5242d300945fbd1e765a95371fee8deda5427099,Connexus-inc/connexus-web-api,2026-04-29T14:29:49+05:30,basimneoito,Merge pull request #1916 from Connexus-inc/ajay/fix/unsend-page,0.4174,7,0.0,0.0,0.0,0.0,,0.2087,
CX-3382,"[TRELLO] Accepted RFP position drops to middle/bottom after clicking ""Accept"" on multi-property lists",ajay.dev,2026-05-25T12:01:48.721+0530,2026-06-15T19:03:53.435+0530,RFP;TrelloTickets,,0fd89dd3d763b9731876974ff7e631b3b4e33698,Connexus-inc/connexus-web-client,2026-04-22T17:21:07+05:30,Ramesh P R,fix: ui fix - table scroll and updated navigation,0.4116,8,0.0,0.0,0.0,0.0,,0.2058,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,a527bb94c2b5bd690690e3cbe66bb7af19031c9d,Connexus-inc/connexus-web-client,2026-06-01T16:23:25+05:30,Ramesh P R,fix: bug fixes for vendor invite form fields,0.5064,1,0.0,0.0,0.0,0.0,,0.2532,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,9b7ea263ecfa58ebd8a4dd0dc53f24147d2e7e04,Connexus-inc/connexus-web-client,2026-03-17T10:16:37+05:30,Varun Wilson,fix: signing initial setup,0.506,2,0.0,0.0,0.0,0.0,,0.253,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,fb584c608408ab4d9c603a4d270169f3591c433b,Connexus-inc/connexus-web-client,2026-06-01T17:40:25+05:30,varunw92,Merge pull request #2122 from Connexus-inc/fix/vendor-invite-fixes,0.482,3,0.0,0.0,0.0,0.0,,0.241,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,dde8612b514cdc21b2c6ac1076d1e37274c044ec,Connexus-inc/connexus-web-client,2026-06-01T15:08:50+05:30,Ramesh P R,fix: added autofill for primary contacts in vendor invite,0.4778,4,0.0,0.0,0.0,0.0,,0.2389,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,9207e67c8d244e0da4feab6958ce4e758fa28dab,Connexus-inc/connexus-web-api,2026-06-03T12:55:28+05:30,Varun Wilson,feat: add legal name validation to prevent duplicate vendor entries,0.4769,5,0.0,0.0,0.0,0.0,,0.2385,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,af3b06447af2123c9dd33140ad33007bfd582aec,Connexus-inc/connexus-web-client,2026-06-04T13:15:05+05:30,rakhesh.j,feat(venor-compliance): pr comments fix,0.4515,6,0.0,0.0,0.0,0.0,,0.2258,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,f68af6d450f3924db24726416275b9e2a12429bc,Connexus-inc/connexus-web-api,2026-05-25T18:49:08+05:30,Vysakh R J,feat: made stateIds non mandatory,0.4497,7,0.0,0.0,0.0,0.0,,0.2248,
CX-3385,"Vendor Invite & Confirm Vendor Details Forms - Legal Name, Website, and Services Fields Are Not Auto-Populated",Vysakh R J,2026-05-25T16:27:38.069+0530,2026-06-03T19:27:19.666+0530,VendorInvite,,c9ae6282cf8eda6133efe0de47aa1fa0a3c98cbd,Connexus-inc/connexus-web-api,2026-06-10T14:01:03+05:30,Vysakh R J,refactor(scripts): drop contracts and msa sources from client-vendor backfill,0.4494,8,0.0,0.0,0.0,0.0,,0.2247,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,455b5466c26efa79d191e580f9fac2c9ebf5b7b9,Connexus-inc/connexus-web-client,2026-05-25T17:24:07+05:30,Ramesh P R,fix: removed the coverage states from invite vendor form,0.5487,1,0.0,0.0,0.0,0.0,,0.2743,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,a527bb94c2b5bd690690e3cbe66bb7af19031c9d,Connexus-inc/connexus-web-client,2026-06-01T16:23:25+05:30,Ramesh P R,fix: bug fixes for vendor invite form fields,0.4727,2,0.0,0.0,0.0,0.0,,0.2363,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,f68af6d450f3924db24726416275b9e2a12429bc,Connexus-inc/connexus-web-api,2026-05-25T18:49:08+05:30,Vysakh R J,feat: made stateIds non mandatory,0.4682,3,0.0,0.0,0.0,0.0,,0.2341,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,9207e67c8d244e0da4feab6958ce4e758fa28dab,Connexus-inc/connexus-web-api,2026-06-03T12:55:28+05:30,Varun Wilson,feat: add legal name validation to prevent duplicate vendor entries,0.467,4,0.0,0.0,0.0,0.0,,0.2335,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,01d1dd39cdfbd8926089764ddcee227a01510123,Connexus-inc/connexus-web-api,2026-06-09T00:57:48+05:30,Vysakh R J,docs(client-vendors): add invite-status check design spec and implementation plan,0.4665,5,0.0,0.0,0.0,0.0,,0.2333,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,f2345dd208d07436b06a07399064b43b6c533071,Connexus-inc/connexus-web-client,2026-05-25T17:32:22+05:30,varunw92,Merge pull request #2090 from Connexus-inc/fix/cx-3386,0.4615,6,0.0,0.0,0.0,0.0,,0.2307,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,077d80376a73d1c9d488573b8f0210f3b6297c0a,Connexus-inc/connexus-web-client,2026-06-23T13:55:57+05:30,Ramesh P R,fix: updated the property type of coverage field,0.4501,7,0.0,0.0,0.0,0.0,,0.2251,
CX-3386,Coverage States Field Should Be Hidden in Invite Vendor Form,Vysakh R J,2026-05-25T16:42:30.694+0530,2026-05-29T11:07:05.429+0530,VendotInvite,TRUE,34ab18e19844ae61fc033c413e01383960f53df6,Connexus-inc/connexus-web-api,2026-06-23T10:24:34+05:30,Vysakh R J,fix: issues with client-vendor listing,0.4463,8,0.0,0.0,0.0,0.0,,0.2232,
