ticketKey,ticketSummary,ticketAssignee,ticketCreated,ticketResolutionDate,ticketLabels,isDirect,commitSha,commitRepo,commitDate,commitAuthorName,commitSubject,codeSimilarity,rankByCodeSimilarity,msAuthorScore,msDateScore,msKeywordScore,msComposite,priorTier,finalScore,inPriorCandidates
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,1244ffe10f91d337277a9019d74c5df0de8e244f,Connexus-inc/connexus-web-client,2026-04-28T16:04:16+05:30,Ramesh P R,fix: sso fix - browser compatability issue,0.5926,1,0.0,0.0,0.0,0.0,,0.2963,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,dbb5ed42913fb81debfecea9f89dc79935fdd37e,Connexus-inc/connexus-web-client,2026-04-28T18:27:12+05:30,varunw92,Merge pull request #2021 from Connexus-inc/fix/cx-2525,0.4402,2,0.0,0.0,0.0,0.0,,0.2201,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,0bca12a53d71d4f89b6a49b7ce97f6fdd3bc5c90,Connexus-inc/connexus-web-client,2026-04-28T23:39:36+05:30,Varun Wilson,feat(authentication): add cross-tab session sync for login and logout,0.4161,3,0.0,0.0,0.0,0.0,,0.208,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,d21ee4064d51487d237d3e1555489c101e57d415,Connexus-inc/connexus-web-client,2026-04-11T02:02:13+05:30,Vysakh R J,fix: added more urls for google signin,0.3926,4,0.0,0.0,0.0,0.0,,0.1963,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,21ecb25737641485003a4434ecbc61895fd40b0e,Connexus-inc/connexus-web-client,2026-02-27T11:03:26+05:30,varunw92,Merge pull request #1779 from Connexus-inc/fix-google-signin-stage-issue,0.3909,5,0.0,0.0,0.0,0.0,,0.1954,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,edc9a9620e6f69206873f8832864ca4b7b667314,Connexus-inc/connexus-web-client,2026-02-25T22:41:55+05:30,Vysakh R J,feat: added loader for signup microsoft,0.3736,6,0.0,0.0,0.0,0.0,,0.1868,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,e3422237a428d0c8994c9cfd9dd4527f05e22f43,Connexus-inc/connexus-web-client,2026-03-19T15:25:17+05:30,rakhesh.j,fix(esign): open button loading issue fix in audit trail page,0.3694,7,0.0,0.0,0.0,0.0,,0.1847,
CX-2525,Browser compatibility issue: SSO buttons remain in loading state when navigating back during authentication in Firefox,rameshpr,2026-01-09T12:21:26.231+0530,2026-06-15T15:11:27.197+0530,,TRUE,d1800acf96f60d554c4a0ae41d944455439a8907,Connexus-inc/connexus-web-client,2026-04-11T01:38:17+05:30,Vysakh R J,fix: added more urls for google signin,0.3685,8,0.0,0.0,0.0,0.0,,0.1842,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,8d099d3b0370f3fdf6852b8dec10ab1761331926,Connexus-inc/connexus-web-api,2026-01-19T12:59:01+05:30,Varun Wilson,fix: permission removed for property insurance module,0.6113,1,0.0,0.0,0.0,0.0,,0.3057,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,4c1ad9e2edce3f152daad40391dfbe19465e3b9c,Connexus-inc/connexus-web-api,2026-01-19T12:59:01+05:30,Varun Wilson,fix: permission removed for property insurance module,0.6113,2,0.0,0.0,0.0,0.0,,0.3057,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,c0a5d0390bcad61dbe9e7638c16eab8bda3b7666,Connexus-inc/connexus-web-client,2026-02-03T14:12:37+05:30,varunw92,Merge pull request #1615 from Connexus-inc/feat/ppt_insurance_mock_ui_update,0.5978,3,0.0,0.0,0.0,0.0,,0.2989,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,0b37a201b6bb66d187417c33eee941a90447fcb6,Connexus-inc/connexus-web-client,2026-02-25T13:02:26+05:30,varunw92,Merge pull request #1751 from Connexus-inc/fix/ppty_insurance_updates,0.5909,4,0.0,0.0,0.0,0.0,,0.2954,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,bc916988158a65bb91861ec59167c4ef44160b9b,Connexus-inc/connexus-web-client,2026-02-11T15:32:01+05:30,rakhesh.j,fix(property): preview edit modal added in property insurance upload process,0.5853,5,0.0,0.0,0.0,0.0,,0.2927,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,13dfbdcace50e2ea81e2f50288b3acca92af300c,Connexus-inc/connexus-web-api,2026-02-04T00:43:08+05:30,Varun Wilson,fix: insurance expiry status change logic updated,0.5737,6,0.0,0.0,0.0,0.0,,0.2868,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,1ef2ea0c4db8873ab9401757d04d14eb17442ee2,Connexus-inc/connexus-web-client,2026-02-20T17:48:27+05:30,Ramesh P R,fix: updated with the policy limit,0.5728,7,0.0,0.0,0.0,0.0,,0.2864,
CX-2734,System Breaks on Edit After Completing Pending Insurance Upload,Shini,2026-02-05T00:22:05.930+0530,2026-06-18T10:52:57.397+0530,PropertyInsurance,,6ab2836debe3c66b72fd2dda1fe6cfa7a90a78cd,Connexus-inc/connexus-web-client,2026-05-05T15:05:31+05:30,varunw92,Merge pull request #2047 from Connexus-inc/fix/ppty_insurance_updates,0.5665,8,0.0,0.0,0.0,0.0,,0.2832,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,709b01e42f3cdabe08de6086ea86d1c8bc4ddab0,Connexus-inc/connexus-web-client,2026-04-08T10:41:25+05:30,rakhesh.j,feat(property): csv upload api integrations added,0.5121,8,0.0,1.0,0.75,0.5,soft,0.5061,TRUE
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,a0495330086d5068cee8affafe1f35a77b9757a5,Connexus-inc/connexus-web-api,2026-04-24T11:15:32+05:30,ajaydev,fix: failure reason remove,0.5655,1,0.0,0.0,0.0,0.0,,0.2827,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,5037739e71ca602c6fa68a130e3f794d90f0ccbf,Connexus-inc/connexus-web-api,2026-04-06T13:38:21+05:30,ajaydev,feat: propety upload validation,0.5629,2,0.0,0.0,0.0,0.0,,0.2815,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,9ba61c8f06dbbb55940808851878b961a87d963b,Connexus-inc/connexus-web-client,2026-04-09T12:36:41+05:30,rakhesh.j,feat(property): csv upload api integrations added,0.5275,3,0.0,0.0,0.0,0.0,,0.2637,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,45abca4cdbdab7f285d86a684a67b6d49fb57d16,Connexus-inc/connexus-web-client,2026-05-05T17:02:27+05:30,varunw92,Merge pull request #2050 from Connexus-inc/feat/property-tab-csv-upload,0.5208,4,0.0,0.0,0.0,0.0,,0.2604,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,479ed54d7cab4cd016cea7fcb4eaed0986d73401,Connexus-inc/connexus-web-api,2026-04-08T10:40:08+05:30,ajaydev,feat: add search in property list,0.5204,5,0.0,0.0,0.0,0.0,,0.2602,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,1f87f72e168c34ecaf27817f30fbfb02db0deb11,Connexus-inc/connexus-web-client,2026-04-09T10:44:00+05:30,rakhesh.j,feat(property): csv upload api integrations added,0.5199,6,0.0,0.0,0.0,0.0,,0.26,
CX-2983,Property Bulk CSV upload,Heather Moore,2026-03-13T19:26:59.858+0530,2026-05-18T10:34:58.764+0530,,,0e77ea16b53b02c0387a2e1b6ecdc467aaabefbb,Connexus-inc/connexus-web-client,2026-04-09T12:37:25+05:30,rakhesh.j,feat(property): csv upload api integrations added,0.5134,7,0.0,0.0,0.0,0.0,,0.2567,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,edd30b04be268faaf6e7dd8aa673f6b4fb64f056,Connexus-inc/connexus-web-client,2026-06-10T12:58:34+05:30,rakhesh.j,feat(venor-compliance): retry form added for tax id failed also,0.5639,1,0.0,0.0,0.0,0.0,,0.282,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,4bf676d77586d2ac90459b6a7cd4dab5a88e7f85,Connexus-inc/connexus-web-client,2026-05-28T00:43:33+05:30,rakhesh.j,feat(venor-compliance): vendor verification api integrations added dev test pending,0.4667,2,0.0,0.0,0.0,0.0,,0.2333,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,9ca75002390fb0c59a3109271e8dd34f89d2a046,Connexus-inc/connexus-web-client,2026-05-29T16:12:22+05:30,rakhesh.j,feat(venor-compliance): vendor verification api integrations completed,0.4651,3,0.0,0.0,0.0,0.0,,0.2326,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,91bfa9bea9104aa86038d731409e9c81b37565f2,Connexus-inc/connexus-web-api,2026-02-27T00:24:07+05:30,Raoof,"feat: implement SSO vendor registration flow for Microsoft logins, including new DTO fields and service logic to link vendors and provision Cognito users",0.4558,4,0.0,0.0,0.0,0.0,,0.2279,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,31622e0b118de4ed9d93010c5208bbf1b3bce7fd,Connexus-inc/connexus-web-api,2026-06-22T13:33:11+05:30,Vysakh R J,feat: compliance exemption migration,0.4552,5,0.0,0.0,0.0,0.0,,0.2276,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,502ba517c8719a3811f58b0c6b1cdcf4f44ddfb5,Connexus-inc/connexus-web-client,2026-06-02T17:56:28+05:30,rakhesh.j,feat(venor-compliance): pr comments changes,0.4522,6,0.0,0.0,0.0,0.0,,0.2261,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,f8f4c90c3ef0813aefad63c914d93ffb2cca8375,Connexus-inc/connexus-web-api,2026-06-23T11:14:29+05:30,Vysakh R J,fix: migration drift resolving,0.4473,7,0.0,0.0,0.0,0.0,,0.2236,
CX-3146,Vendor Compliance workflow for Sole Proprietor company type,Varun Wilson,2026-04-09T10:16:38.691+0530,2026-06-15T19:35:10.966+0530,,,65971139021890fad7f4161e41903cc56b297f90,Connexus-inc/connexus-web-client,2026-05-26T23:57:26+05:30,rakhesh.j,feat(venor-compliance): vendor compliance verification pages ui - api integration pending,0.4219,8,0.0,0.0,0.0,0.0,,0.211,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,80dfd3706f8ac34085581f0a580532879def6272,Connexus-inc/connexus-web-api,2026-04-11T01:06:48+05:30,Vysakh R J,fix: doc template delete for client user,0.6392,1,1.0,1.0,1.0,0.95,strong,0.7946,TRUE
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,6e3d325e44bdfcf93919ce3c764fe856b9baec35,Connexus-inc/connexus-web-api,2026-04-11T01:10:40+05:30,Vysakh R J,Merge pull request #1858 from Connexus-inc/fix-delete-permission-for-doctemplates-client,0.6296,2,0.0,0.0,0.0,0.0,,0.3148,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,8d099d3b0370f3fdf6852b8dec10ab1761331926,Connexus-inc/connexus-web-api,2026-01-19T12:59:01+05:30,Varun Wilson,fix: permission removed for property insurance module,0.4734,3,0.0,0.0,0.0,0.0,,0.2367,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,4c1ad9e2edce3f152daad40391dfbe19465e3b9c,Connexus-inc/connexus-web-api,2026-01-19T12:59:01+05:30,Varun Wilson,fix: permission removed for property insurance module,0.4734,4,0.0,0.0,0.0,0.0,,0.2367,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,d83e64a1ad7822e07e933b46e46958b171f03f7e,Connexus-inc/connexus-web-api,2026-03-11T12:32:49+05:30,Vysakh RJ,fix: reverted permission for now,0.4573,5,0.0,0.0,0.0,0.0,,0.2287,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,d4b5f44ae109eaf6f755a570539e5cf3167568b5,Connexus-inc/connexus-web-api,2026-03-11T12:37:17+05:30,basimneoito,Merge pull request #1715 from Connexus-inc/fix-permission-for-templates,0.4305,6,0.0,0.0,0.0,0.0,,0.2153,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,11307f14d60c1f8ba6d4094a26abe03bf14f7f27,Connexus-inc/connexus-web-client,2026-03-06T15:11:57+05:30,Ramesh P R,fix: refactored the baseTabe in clientTab component,0.4098,7,0.0,0.0,0.0,0.0,,0.2049,
CX-3159,Unable to Delete Contract Template from Client Account,Vysakh R J,2026-04-11T00:58:32.785+0530,2026-05-18T11:28:53.345+0530,ESign,,8d72a5d63c45cee8cd31b3e68efb1a353bae3af3,Connexus-inc/connexus-web-api,2026-01-29T14:50:20+05:30,Varun Wilson,fix: delete insurance policy api,0.4031,8,0.0,0.0,0.0,0.0,,0.2016,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,57db8d2dba3db5e2a865e6963bb29a99e48361ab,Connexus-inc/connexus-web-api,2026-06-11T12:54:44+05:30,ajaydev,fix: email template footer,0.644,2,0.0,1.0,0.375,0.425,speculative,0.5345,TRUE
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,606139a7db4eb0b5b401e778f669225473be7b3b,Connexus-inc/connexus-web-api,2026-01-15T11:25:31+05:30,Raoof,feat: refactor email template layouts and styling for improved responsiveness and consistency across all notification types,0.6894,1,0.0,0.0,0.0,0.0,,0.3447,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,daa9c315fb1b48c328ae3120df37aaebe3fb5efc,Connexus-inc/connexus-web-client,2026-02-26T12:00:39+05:30,rakhesh.j,fix(template): user inviation email template changes,0.628,3,0.0,0.0,0.0,0.0,,0.314,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,1d1068be7e14cc74afc98f9b770e2e0fde2cd41e,Connexus-inc/connexus-web-client,2026-02-26T11:33:04+05:30,rakhesh.j,fix(template): user inviation email template changes,0.5893,4,0.0,0.0,0.0,0.0,,0.2947,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,7830a0aa21189184361c63461ba7a6125335ea9f,Connexus-inc/connexus-web-api,2026-02-18T17:01:46+05:30,Raoof,fix: ensure consistent link styling in email templates by adding `!important` to color and text-decoration properties,0.5876,5,0.0,0.0,0.0,0.0,,0.2938,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,ed1ebb75328186b29a7002829e1084108c26fb42,Connexus-inc/connexus-web-api,2026-02-17T14:29:39+05:30,Raoof,feat: add new email templates for basic and auto-renew contract expiration notifications and update template configuration,0.5629,6,0.0,0.0,0.0,0.0,,0.2815,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,ec52831ac2bc4ebe835f9da3419f15d66ab977ba,Connexus-inc/connexus-web-api,2026-01-15T15:30:30+05:30,Raoof,refactor: improve email template rendering and compatibility by switching to table layouts and updating icon formats,0.5516,7,0.0,0.0,0.0,0.0,,0.2758,
CX-3162,[TRELLO] Updated email Notification Templates & Removal of Global Footer - HOT FIX,Nisha C N,2026-04-16T10:55:53.176+0530,2026-06-16T10:46:39.263+0530,TrelloTickets,,7b79e5f632855c85026ed50e5072da7513fa11e4,Connexus-inc/connexus-web-api,2026-02-26T11:27:54+05:30,Vysakh RJ,fix: changed template styling for custom-verification0email,0.5491,8,0.0,0.0,0.0,0.0,,0.2746,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,923420de1d9b44228e445a38bc91a743294677b7,Connexus-inc/connexus-web-api,2026-04-20T11:35:05+05:30,Vysakh RJ,fix: filters out inactive services,0.3866,4,0.0,1.0,0.273,0.405,speculative,0.3958,TRUE
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,ec9340085a17395bfa941b596f719a79c5e69189,Connexus-inc/connexus-web-api,2026-04-20T11:38:53+05:30,basimneoito,Merge pull request #1866 from Connexus-inc/fix-avoid-saving-to-inactive-services,0.4724,1,0.0,0.0,0.0,0.0,,0.2362,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,1e208341e159553c427800ebe79a9c65d529104c,Connexus-inc/connexus-web-api,2026-01-13T20:52:22+05:00,Tariq Shah,fix(cx2481): added sort and filter to cateogry and contract status,0.4131,2,0.0,0.0,0.0,0.0,,0.2065,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,fb43e8f7cc69ad631ef51a26d88e8e6bc349fc98,Connexus-inc/connexus-web-api,2026-01-22T15:25:55+05:30,Raoof,fix: reorder and update ContractCategories enum in schema and migration,0.3893,3,0.0,0.0,0.0,0.0,,0.1947,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,a012cd263338e768c605af4ef51227c5d25b5f80,Connexus-inc/connexus-web-api,2026-01-22T15:35:21+05:30,basimneoito,Merge pull request #1530 from Connexus-inc/cx-2481-contract-ategories-sort,0.3825,5,0.0,0.0,0.0,0.0,,0.1912,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,2c34f30793761356c0a95d0553a490fa1e7b7e41,Connexus-inc/connexus-web-api,2026-02-16T15:09:25+05:30,Varun Wilson,"feat(property-insurance): policy coverage enum, ComplianceFile.uploadedAt, and file list filters",0.3587,6,0.0,0.0,0.0,0.0,,0.1794,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,4acf60b3b3072125990ed99471831c6bb89c1e21,Connexus-inc/connexus-web-api,2026-01-19T18:10:20+05:30,basimneoito,Merge pull request #1467 from Connexus-inc/adding-filter-sort-category,0.3533,7,0.0,0.0,0.0,0.0,,0.1767,
CX-3163,[TRELLO] Uploaded contracts are being mapped to Inactive Service categories -HOT FIX,Srilakshmi Sivan,2026-04-16T11:05:45.279+0530,2026-05-18T15:30:09.694+0530,ContractManagement;HotFix;TrelloTickets,,f062d984fe7af6d7f10e00b77c883606a9661659,Connexus-inc/connexus-web-client,2026-01-27T16:55:02+05:00,Tariq Shah,fix(cx2481): removed MSA from contract category,0.3528,8,0.0,0.0,0.0,0.0,,0.1764,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,2cfb2b2c16cdd09bd7ba16d5755c5bd3702cdf4d,Connexus-inc/connexus-web-api,2026-04-21T16:17:55+05:30,Varun Wilson,fix(property-insurance-export): update policy annual premium formatting to use '-' for null values,0.5722,1,1.0,1.0,0.273,0.805,moderate,0.6886,TRUE
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,ba5197722effc171760888c9c5498729ede19142,Connexus-inc/connexus-web-api,2026-02-19T13:15:47+05:30,Raoof,refactor: allow non-negative values for insurance expiration days and streamline property name retrieval for compliance notifications,0.4299,2,0.0,0.0,0.0,0.0,,0.215,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,fdd4d4beab840cfb8e04cb94251f8e4317cfc63a,Connexus-inc/connexus-web-client,2026-02-20T18:05:43+05:30,Ramesh P R,fix: bug fix,0.4272,3,0.0,0.0,0.0,0.0,,0.2136,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,cd0fbaeee4ab092080a33b2c82b53a573de075ca,Connexus-inc/connexus-web-api,2026-02-17T13:06:17+05:30,Varun Wilson,fix: policy agency number sorting null value first on asc,0.4263,4,0.0,0.0,0.0,0.0,,0.2132,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,efb757c17c871b0027381f239e23a2c2275e56c7,Connexus-inc/connexus-web-client,2026-04-07T17:32:58+05:30,Ramesh P R,fix: updated the type of coverage value to show label in view mode,0.4152,5,0.0,0.0,0.0,0.0,,0.2076,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,96676b6ecdd8b8a3b200872aa2c70f88daf29c61,Connexus-inc/connexus-web-api,2026-04-09T12:32:49+05:30,basimneoito,Merge pull request #1834 from Connexus-inc/feat/ppty-insurance-data-export,0.4148,6,0.0,0.0,0.0,0.0,,0.2074,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,1ac260d42b3417fc37dbd919d53c68e335c8553c,Connexus-inc/connexus-web-client,2026-04-08T11:10:34+05:30,Ramesh P R,fix: added a new date formatting and updated in property insurance module,0.4144,7,0.0,0.0,0.0,0.0,,0.2072,
CX-3167,Premium field in exported report should display “- / Nil” when no value is available,Varun Wilson,2026-04-16T13:02:29.358+0530,2026-05-18T11:16:48.382+0530,PropertyInsurance,,1ef2ea0c4db8873ab9401757d04d14eb17442ee2,Connexus-inc/connexus-web-client,2026-02-20T17:48:27+05:30,Ramesh P R,fix: updated with the policy limit,0.4137,8,0.0,0.0,0.0,0.0,,0.2069,
CX-3169,Email Template change : Header and Footer change  in onboarding a client/connexus/vendor user,Rakhesh J,2026-04-17T12:10:30.518+0530,2026-05-18T15:21:35.312+0530,,,57db8d2dba3db5e2a865e6963bb29a99e48361ab,Connexus-inc/connexus-web-api,2026-06-11T12:54:44+05:30,ajaydev,fix: email template footer,0.6537,1,0.0,0.0,0.0,0.0,,0.3269,
CX-3169,Email Template change : Header and Footer change  in onboarding a client/connexus/vendor user,Rakhesh J,2026-04-17T12:10:30.518+0530,2026-05-18T15:21:35.312+0530,,,daa9c315fb1b48c328ae3120df37aaebe3fb5efc,Connexus-inc/connexus-web-client,2026-02-26T12:00:39+05:30,rakhesh.j,fix(template): user inviation email template changes,0.6105,2,0.0,0.0,0.0,0.0,,0.3053,
CX-3169,Email Template change : Header and Footer change  in onboarding a client/connexus/vendor user,Rakhesh J,2026-04-17T12:10:30.518+0530,2026-05-18T15:21:35.312+0530,,,606139a7db4eb0b5b401e778f669225473be7b3b,Connexus-inc/connexus-web-api,2026-01-15T11:25:31+05:30,Raoof,feat: refactor email template layouts and styling for improved responsiveness and consistency across all notification types,0.5684,3,0.0,0.0,0.0,0.0,,0.2842,
CX-3169,Email Template change : Header and Footer change  in onboarding a client/connexus/vendor user,Rakhesh J,2026-04-17T12:10:30.518+0530,2026-05-18T15:21:35.312+0530,,,5294fa523747468777d0e7cf80425ab794475549,Connexus-inc/connexus-web-api,2026-06-11T13:00:02+05:30,basimneoito,Merge pull request #2073 from Connexus-inc/ajay/fix/change-template-footer,0.5648,4,0.0,0.0,0.0,0.0,,0.2824,
